Class,Accuracy,Precision,Recall,F1_Score,F1_Score_Weighted,Support
samul,1.0,0.9908256880733946,1.0,0.9953917050691244,0.9271883032233612,108
sandwiches,0.9079754601226994,0.9801324503311258,0.9079754601226994,0.9426751592356688,0.9271883032233612,163
sashimi,0.9516129032258065,0.959349593495935,0.9516129032258065,0.9554655870445343,0.9271883032233612,124
sashimi_bowl,0.891156462585034,0.9097222222222222,0.891156462585034,0.9003436426116839,0.9271883032233612,147
sausage,0.9152542372881356,0.84375,0.9152542372881356,0.8780487804878049,0.9271883032233612,118
sauteed_spinach,0.9207920792079208,0.96875,0.9207920792079208,0.9441624365482234,0.9271883032233612,101
sauteed_vegetables,0.8,0.9504950495049505,0.8,0.8687782805429864,0.9271883032233612,120
scone,0.970873786407767,0.9803921568627451,0.970873786407767,0.975609756097561,0.9271883032233612,103
scrambled_egg,1.0,0.9805825242718447,1.0,0.9901960784313726,0.9271883032233612,101
seasoned_beef_with_potatoes,0.9304347826086956,1.0,0.9304347826086956,0.9639639639639639,0.9271883032233612,115
shortcake,1.0,0.9903846153846154,1.0,0.9951690821256038,0.9271883032233612,103
shrimp_patties,0.9615384615384616,1.0,0.9615384615384616,0.9803921568627451,0.9271883032233612,104
shrimp_with_chill_source,0.9661016949152542,1.0,0.9661016949152542,0.9827586206896551,0.9271883032233612,118
simmered_pork,0.9245283018867925,1.0,0.9245283018867925,0.9607843137254902,0.9271883032233612,106
sirloin_cutlet,0.75,0.8823529411764706,0.75,0.8108108108108107,0.9271883032233612,140
small_steamed_savory_rice_pancake,1.0,1.0,1.0,1.0,0.9271883032233612,106
soba_noodle,0.9570552147239264,0.9629629629629629,0.9570552147239264,0.9599999999999999,0.9271883032233612,163
sour_prawn_soup,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9271883032233612,108
spaghetti,0.9006622516556292,0.9714285714285714,0.9006622516556292,0.9347079037800687,0.9271883032233612,151
spaghetti_meat_sauce,0.96,0.96,0.96,0.96,0.9271883032233612,125
spam_musubi,0.9819819819819819,1.0,0.9819819819819819,0.9909090909090909,0.9271883032233612,111
spicy_chicken_salad,0.9611650485436893,0.9519230769230769,0.9611650485436893,0.9565217391304348,0.9271883032233612,103
spicy_chili_flavored_tofu,0.925,0.925,0.925,0.925,0.9271883032233612,120
steak,0.9259259259259259,0.970873786407767,0.9259259259259259,0.9478672985781991,0.9271883032233612,108
steamed_egg_hotchpotch,0.9537037037037037,0.944954128440367,0.9537037037037037,0.9493087557603688,0.9271883032233612,108
steamed_meat_dumpling,0.9304347826086956,1.0,0.9304347826086956,0.9639639639639639,0.9271883032233612,115
steamed_rice_roll,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9271883032233612,105
steamed_spareribs,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9271883032233612,116
stew,0.9714285714285714,0.9532710280373832,0.9714285714285714,0.9622641509433962,0.9271883032233612,105
stewed_pork_leg,0.8867924528301887,0.9690721649484536,0.8867924528301887,0.9261083743842364,0.9271883032233612,106
stinky_tofu,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.9271883032233612,103
stir_fried_beef_and_peppers,0.9439252336448598,0.9711538461538461,0.9439252336448598,0.957345971563981,0.9271883032233612,107
stir_fried_mixed_vegetables,0.9642857142857143,0.9818181818181818,0.9642857142857143,0.972972972972973,0.9271883032233612,112
sukiyaki,0.9262295081967213,0.9416666666666667,0.9262295081967213,0.9338842975206612,0.9271883032233612,122
sushi,0.9607843137254902,0.9865771812080537,0.9607843137254902,0.9735099337748345,0.9271883032233612,153
sushi_bowl,0.963963963963964,0.9727272727272728,0.963963963963964,0.9683257918552037,0.9271883032233612,111
sweet_and_sour_pork,0.9619047619047619,0.7952755905511811,0.9619047619047619,0.8706896551724139,0.9271883032233612,105
tacos,0.9811320754716981,0.9904761904761905,0.9811320754716981,0.9857819905213271,0.9271883032233612,106
takoyaki,1.0,0.9640287769784173,1.0,0.9816849816849816,0.9271883032233612,134
tanmen,0.9459459459459459,0.8974358974358975,0.9459459459459459,0.9210526315789475,0.9271883032233612,111
tempura,0.8559322033898306,0.9181818181818182,0.8559322033898306,0.8859649122807017,0.9271883032233612,118
tempura_bowl,0.8222222222222222,0.8473282442748091,0.8222222222222222,0.8345864661654135,0.9271883032233612,135
tempura_udon,0.9622641509433962,0.9902912621359223,0.9622641509433962,0.9760765550239234,0.9271883032233612,106
tensin_noodle,0.9821428571428571,1.0,0.9821428571428571,0.9909909909909909,0.9271883032233612,112
teriyaki_grilled_fish,0.9038461538461539,0.9591836734693877,0.9038461538461539,0.9306930693069307,0.9271883032233612,104
thai_papaya_salad,1.0,0.9916666666666667,1.0,0.99581589958159,0.9271883032233612,119
thinly_sliced_raw_horsemeat,1.0,1.0,1.0,1.0,0.9271883032233612,110
three_cup_chicken,0.9743589743589743,0.9827586206896551,0.9743589743589743,0.9785407725321887,0.9271883032233612,117
tiramisu,1.0,1.0,1.0,1.0,0.9271883032233612,102
toast,0.9311926605504587,0.9530516431924883,0.9311926605504587,0.9419953596287702,0.9271883032233612,218
tortilla,0.9705882352941176,0.9801980198019802,0.9705882352941176,0.9753694581280787,0.9271883032233612,102
trunip_pudding,1.0,1.0,1.0,1.0,0.9271883032233612,105
twice_cooked_pork,0.9557522123893806,0.9473684210526315,0.9557522123893806,0.9515418502202644,0.9271883032233612,113
udon_noodle,0.875,0.8986486486486487,0.875,0.8866666666666666,0.9271883032233612,152
vegetable_tempura,0.8869565217391304,0.8429752066115702,0.8869565217391304,0.8644067796610169,0.9271883032233612,115
vermicelli_noodles_with_snails,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.9271883032233612,101
waffle,0.9705882352941176,1.0,0.9705882352941176,0.9850746268656716,0.9271883032233612,102
winter_melon_soup,0.9915254237288136,0.975,0.9915254237288136,0.9831932773109243,0.9271883032233612,118
wonton_soup,0.9915254237288136,0.9915254237288136,0.9915254237288136,0.9915254237288136,0.9271883032233612,118
xiao_long_bao,1.0,0.9827586206896551,1.0,0.9913043478260869,0.9271883032233612,114
yakitori,0.9819819819819819,0.9732142857142857,0.9819819819819819,0.9775784753363228,0.9271883032233612,111
yellow_curry,0.9326923076923077,0.9797979797979798,0.9326923076923077,0.9556650246305419,0.9271883032233612,104
yudofu,1.0,1.0,1.0,1.0,0.9271883032233612,118
zha_jiang_mian,0.990909090909091,0.9646017699115044,0.990909090909091,0.9775784753363229,0.9271883032233612,110
zoni,0.9914529914529915,0.9830508474576272,0.9914529914529915,0.9872340425531915,0.9271883032233612,117
